Nelida Dunlavy,51.514612,-0.148831,0,3457326,1,0,5,5,1,
Crissy Thamann,51.551185,-0.307236,1,2634411,2,3,5,5,1,
Jeffrey Kohout,51.399285,-0.255044,0,2313861,1,0,4,5,1,
Rhea Schirtzinger,51.492357,-0.238815,1,8096592,3,1,4,5,1,
Lashawnda Conklin,51.623826,-0.056493,1,7608471,5,3,4,5,1,
Moon Manganelli,51.5063,-0.341523,0,1352128,2,0,4,5,1,
Lorie Kampen,51.519018,-0.058133,0,9021656,5,1,4,5,1,
Sharee Isenhart,51.613601,-0.05433,0,9654879,4,1,5,5,1,
Leighann Penington,51.490736,-0.273132,1,1883553,4,0,5,5,1,
Aurea Tromble,51.591169,-0.277873,1,3809617,0,3,4,5,1,
Avis Lohmeier,51.587275,-0.130347,1,9988132,0,3,4,5,1,
Berenice Muell,51.513921,-0.321631,1,6780972,4,0,5,5,1,
Tiny Dellosso,51.533954,-0.248298,1,2658644,4,3,4,5,1,
Lazaro Ybarra,51.488722,-0.134006,0,6395043,2,2,5,5,1,
Shin Batts,51.616896,-0.180698,1,7185601,4,0,5,5,1,
Amie Amott,51.605752,-0.148881,0,5126772,4,1,4,5,1,
Margarite Alarcone,51.520747,-0.134168,1,6052104,4,1,4,5,1,
Shaquita Prye,51.651933,-0.077091,1,5962817,1,1,5,5,1,
Yuki Camren,51.616164,-0.160865,0,4814288,1,1,5,5,1,
Trevor Patwell,51.548271,-0.011469,1,2882572,4,1,4,5,1,
Samuel Kennebeck,51.533069,-0.024488,0,4812818,1,3,5,5,1,
Arlie Millare,51.516327,-0.123769,0,6701449,0,3,5,5,1,
Carina Elledge,51.351471,0.139268,1,8924224,3,1,5,5,1,
Rico Lucksinger,51.447226,-0.200473,0,2091068,3,3,5,5,1,
Bobby Courtad,51.517814,-0.149408,0,1948203,4,2,5,5,1,
Julian Rookwood,51.363201,0.069999,1,1575596,5,2,4,5,1,
Karol Luddy,51.513909,-0.148672,0,1122866,5,0,5,5,1,
Sherise Biven,51.4855,0.035866,1,5638052,0,3,5,5,1,
Annmarie Lichstein,51.450701,-0.006212,0,2182884,4,1,5,5,1,
Malisa Bucknor,51.47023,-0.252237,0,2318405,2,2,4,5,1,
Barney Kuehnert,51.414574,-0.370053,1,6246403,0,3,5,5,1,
Agueda Schindeldecke,51.427795,-0.305556,1,8298522,2,3,4,5,1,
Jonna Kingsbury,51.524565,-0.112042,1,9112266,0,2,4,5,1,
Marcia Wyndham,51.525601,0.057837,0,1645573,2,2,5,5,1,
Cornelia Oltremari,51.375716,-0.091863,0,3756437,0,3,5,5,1,
Oma Reynold,51.487026,-0.074732,1,3537446,4,3,4,5,1,
Consuela Nieder,51.487749,-0.310047,1,7286132,5,3,5,5,1,
Marin Deichmann,51.532095,-0.005181,0,4538606,1,0,4,5,1,
Elodia Roehr,51.549391,-0.17093,1,7202403,2,3,4,5,1,
Carri Wagnor,51.542686,-0.187336,0,4867687,2,0,4,5,1,
Alva Fredericks,51.51836,-0.117027,1,2963754,2,3,5,5,1,
Terry Braxton,51.527143,-0.201116,0,7038611,3,1,4,5,1,
Imogene Garnes,51.497421,-0.141604,0,9350789,2,2,5,5,1,
Hui Printz,51.535984,-0.194754,1,8353742,2,2,4,5,1,
Meri Krantz,51.561065,0.069811,1,5466410,4,0,4,5,1,
Blanch Bergmeyer,51.623743,-0.122664,0,7283612,0,3,5,5,1,
Gerry Villas,51.378036,-0.283038,0,9322182,2,3,5,5,1,
Ethyl Texter,51.53252,0.009919,0,2285088,1,0,5,5,1,
Tilda Pederson,51.532674,0.083071,0,2383892,3,2,4,5,1,
Salome Maglioli,51.563528,0.042134,1,1186962,1,2,5,5,1,
Jasper Shelsy,51.41138,-0.229893,1,1754641,4,2,5,5,1,
Kent Ashbach,51.604543,0.030255,0,1172554,1,1,5,5,1,
Karey Nobile,51.512568,-0.199456,0,1706993,1,1,4,5,1,
Nakesha Coats,51.5029,-0.27907,0,1113367,2,1,4,5,1,
Alise Fielder,51.56791,0.232545,1,2464387,4,1,4,5,1,
Lula Morrone,51.614586,-0.137732,0,6174692,2,0,5,5,1,
Jack Earnest,51.540698,-0.157262,1,8003222,5,0,4,5,1,
Hallie Charo,51.49834,-0.468995,1,7220671,0,3,5,5,1,
Trena Schnick,51.53344,0.113617,1,4939583,2,0,5,5,1,
Georgene Santos,51.511367,-0.145475,0,5928162,0,3,5,5,1,
Lashawnda Triffo,51.516521,-0.416126,0,6065582,4,0,5,5,1,
Harriett Sedbrook,51.568281,-0.024838,0,6892906,3,2,5,5,1,
Melani Brockett,51.606491,0.038733,1,5785309,4,2,4,5,1,
Dorothea Gemmer,51.356339,-0.091448,1,2244930,4,0,5,5,1,
Alysha Triglia,51.501117,-0.048563,1,6833290,3,2,5,5,1,
Lawanna Keas,51.511428,-0.087697,0,9971841,4,3,4,5,1,
Almeda Debrot,51.496429,-0.137437,1,3398945,0,0,5,5,1,
Lawrence Cring,51.446668,-0.118553,0,7485978,4,3,5,5,1,
Elton Garate,51.460362,-0.218599,1,7672942,1,3,4,5,1,
Kris Duhl,51.588022,-0.221766,1,5966849,4,2,4,5,1,
Jonas Jonke,51.450385,-0.208265,1,5628816,1,0,5,5,1,
Kasandra Straw,51.417014,-0.213582,1,9925963,2,1,5,5,1,
Son Vatterott,51.592034,0.2365,0,8700268,2,0,5,5,1,
Enoch Jividen,51.365506,-0.184989,0,8408629,3,3,5,5,1,
Rosaria Pucker,51.419521,0.114958,1,7840326,4,0,4,5,1,
Barry Leemans,51.409562,-0.048582,1,1500753,0,2,4,5,1,
Kenneth Freel,51.457765,-0.408056,0,8073513,5,3,5,5,1,
Tommie Pollitt,51.445322,-0.132179,0,5398042,2,0,4,5,1,
Elyse Jaggie,51.574276,-0.209559,1,4488905,4,2,5,5,1,
Nilda Karbowski,51.577861,-0.118032,0,9503281,5,2,4,5,1,
Shayla Louder,51.415206,-0.053734,1,3207271,1,0,5,5,1,
Dolly Eastmond,51.470584,-0.093768,1,4543436,0,3,4,5,1,
Adrien Larrick,51.490522,0.148005,0,4291381,3,3,4,5,1,
Burl Brody,51.416343,-0.216787,1,4762091,2,2,5,5,1,
Wiley Stegman,51.536763,0.047454,1,4508264,3,3,5,5,1,
Jose Kovacevic,51.598197,-0.35406,1,3970742,5,2,4,5,1,
Tawna Kudo,51.471985,-0.390499,0,6215561,0,1,5,5,1,
Lesha Rodocker,51.454398,-0.185035,1,8759300,2,2,5,5,1,
Luke Nothum,51.473752,-0.071389,1,9243421,5,0,5,5,1,
Chieko Minelli,51.516703,-0.080269,0,6363618,3,2,4,5,1,
Johnie Kutchin,51.501499,-0.189,1,8261539,4,0,5,5,1,
Samira Rudnicki,51.492762,-0.080152,1,5100150,2,3,4,5,1,
Jacelyn Deener,51.512255,-0.141361,0,6080815,5,2,4,5,1,
Maryln Gasser,51.57455,-0.41232,0,3413231,2,3,4,5,1,
Anthony Helsel,51.426596,-0.369381,1,9906634,2,3,5,5,1,
Salvador Lenyard,51.497651,-0.173405,1,7991727,1,0,4,5,1,
Luke Archut,51.505988,-0.257959,1,5608428,1,0,4,5,1,
Amalia Hebeisen,51.486636,-0.185037,1,8110334,5,2,4,5,1,
Al Guerrera,51.393878,0.107206,0,5305465,5,2,4,5,1,
Rufus Joiner,51.378069,-0.113291,0,7798511,3,0,4,5,1,
Madeleine Gum,51.594943,-0.304815,0,7095019,3,1,5,5,1,
Mason Bonder,51.625316,-0.063393,1,9455162,1,1,4,5,1,
Farrah Iuliano,51.540034,-0.190326,0,3528735,1,1,5,5,1,
Ma Haub,51.473688,-0.388783,1,1287008,0,1,4,5,1,
Winfred Palleschi,51.513197,-0.028302,1,4533257,3,1,5,5,1,
Ingrid Lantz,51.60321,-0.147382,0,8032687,4,2,4,5,1,
Arthur Slee,51.488205,-0.138853,1,2647083,5,1,5,5,1,
Elicia Marberry,51.484511,-0.022497,1,8995166,2,3,4,5,1,
Lawana Gardenas,51.428409,-0.065243,0,5803125,3,2,5,5,1,
Easter Pronto,51.563323,-0.056419,1,6623067,0,2,4,5,1,
Mamie Shad,51.512205,-0.131966,0,1969576,0,0,5,5,1,
Omer Spinn,51.650773,-0.179168,1,6874827,5,2,5,5,1,
Eloy Boday,51.358616,0.070927,1,4868118,1,2,5,5,1,
Elvis Kempter,51.496061,-0.077838,1,2683481,1,3,4,5,1,
Sydney Wortz,51.585444,-0.191986,1,4677164,5,3,5,5,1,
Josefine Moseby,51.649679,-0.117184,0,9486566,1,2,4,5,1,
Loriann Burdin,51.429979,-0.027802,0,4440500,2,3,5,5,1,
Dagmar Jardon,51.648359,-0.225867,1,4573639,2,2,4,5,1,
Asha Brucki,51.483034,-0.175415,1,2422997,5,2,4,5,1,
Nannie Dahlka,51.483506,-0.339052,0,6317204,3,2,5,5,1,
Cecile Shumay,51.629414,0.009504,1,2848296,0,0,5,5,1,
Corrina Kolodziej,51.519894,-0.152437,0,3826246,3,0,5,5,1,
Arcelia Polski,51.405831,0.02817,0,2201001,4,1,5,5,1,
Trenton Lindinha,51.45908,-0.13048,0,9060289,4,0,4,5,1,
Synthia Obierne,51.61519,-0.152051,1,8676565,4,2,5,5,1,
Gil Scuito,51.546773,-0.370915,0,2667702,2,3,4,5,1,
Camille Cambel,51.602866,-0.125735,1,4595738,1,0,5,5,1,
Danyell Amirault,51.500116,-0.099884,0,9496790,4,3,4,5,1,
Jacob Beitel,51.533114,-0.115178,1,2938419,0,1,4,5,1,
Kathi Caporali,51.45924,-0.013354,0,6316708,2,3,4,5,1,
Danille Master,51.509772,-0.096413,0,2250994,4,3,4,5,1,
Teresia Dekruif,51.579142,0.0814,0,4879834,5,2,4,5,1,
Tess Lex,51.530505,-0.178319,1,1675957,5,1,4,5,1,
Joie Vergamini,51.57025,0.170636,0,2820725,4,0,4,5,1,
Harvey Karagiannes,51.499123,-0.161691,1,7413084,5,0,5,5,1,
Marta Hamacher,51.560166,-0.098637,1,6853264,4,1,4,5,1,
Wilmer Dodich,51.523179,-0.141795,0,5701828,0,1,4,5,1,
Lonna Lacouette,51.509284,0.07392,0,6318637,2,3,5,5,1,
Dannette Marcantel,51.541449,-0.082372,1,5877490,4,2,5,5,1,
Grant Peszynski,51.516047,-0.096324,1,1329966,0,0,5,5,1,
Douglass Sanzo,51.648089,-0.183525,0,2798352,3,0,4,5,1,
Laureen Cartegena,51.401862,-0.246966,0,2515673,0,3,5,5,1,
Ferdinand Alsip,51.396494,-0.098244,0,6300270,5,2,4,5,1,
Danae Damm,51.651933,-0.077091,0,7384239,3,0,5,5,1,
Chong Theden,51.587971,-0.004972,1,6600163,2,0,5,5,1,
Noreen Sneed,51.400518,-0.227567,1,5634361,3,0,4,5,1,
Kum Rocle,51.520672,-0.097039,0,9229921,5,2,5,5,1,
Lexie Crapser,51.589131,-0.164715,1,6010720,4,2,4,5,1,
Karey Deluco,51.490046,-0.156294,0,3453460,1,0,4,5,1,
Cinda Madhavan,51.489079,-0.095834,1,7241615,5,2,4,5,1,
Pete Batman,51.491234,0.052558,1,3033539,5,1,4,5,1,
Cinderella Goodley,51.482202,-0.328946,1,1524718,5,2,5,5,1,
Effie Lucke,51.393567,-0.086349,0,9540693,3,1,5,5,1,
Anitra Roudebush,51.449067,-0.014832,1,7520955,2,1,5,5,1,
Pierre Bemberry,51.521031,-0.365319,0,4185453,4,1,5,5,1,
Kendall Daoud,51.554792,-0.402868,1,9781944,0,0,5,5,1,
Charolette Betzen,51.483739,0.162838,1,8998582,5,2,5,5,1,
Peg Bargar,51.501365,0.072696,0,9975727,4,2,5,5,1,
Dorthea Legault,51.470836,-0.458283,0,5460494,4,3,5,5,1,
Shoshana Spinar,51.679819,-0.098084,1,1597685,3,0,4,5,1,
Galen Czernik,51.51689,-0.13251,0,5328852,4,0,4,5,1,
Giuseppe Nuckolls,51.614811,-0.276112,0,2574877,4,1,5,5,1,
Candace Siter,51.485068,0.089025,0,5664289,0,0,4,5,1,
Eunice Govostes,51.55807,0.072373,0,8497254,3,0,4,5,1,
Jenice Wheeless,51.512181,-0.312486,1,7023298,3,0,4,5,1,
Stefanie Duby,51.516608,-0.146516,0,9879081,3,2,4,5,1,
Irina Trieu,51.410914,0.06052,0,8498027,0,2,5,5,1,
Fredricka Shehorn,51.551242,-0.274708,0,7027802,0,0,4,5,1,
Josie Portolese,51.49529,-0.326076,1,5116151,2,2,5,5,1,
Ranee Henk,51.418621,-0.189372,0,6712524,1,0,4,5,1,
Jacinta Kuiper,51.453711,-0.249875,1,6018793,1,2,4,5,1,
Luna Ammer,51.44831,-0.221385,1,1969982,3,0,5,5,1,
Hunter Wojnowski,51.551706,-0.031152,1,4940083,4,0,5,5,1,
Jamee Wichrowski,51.553191,-0.115589,1,8223974,1,3,5,5,1,
Donnie Cutburth,51.556804,-0.214342,1,3843659,1,2,5,5,1,
Hae Ambler,51.634049,-0.005522,0,1564111,1,1,4,5,1,
Mark Riebeling,51.592195,-0.142849,1,9954723,5,3,4,5,1,
Alec Labadie,51.478861,-0.04538,0,1494652,0,2,5,5,1,
Sharice Spaur,51.372673,0.086117,1,7348774,1,0,4,5,1,
Aline Portley,51.500089,-0.228547,0,9806926,3,1,4,5,1,
Stefany Burce,51.599575,0.217795,1,9620644,5,0,4,5,1,
Creola Zand,51.511297,-0.052365,1,6842021,2,3,4,5,1,
Margart Scherman,51.489072,-0.046744,1,4803968,0,2,5,5,1,
Vida Eddleman,51.553832,-0.099017,0,7615077,0,2,4,5,1,
Alverta Nead,51.546466,-0.446454,1,3853023,1,3,4,5,1,
Kelsi Delsignore,51.567526,-0.182308,1,4076990,2,1,5,5,1,
Sherrill Tunson,51.534861,0.010296,0,6227739,5,1,4,5,1,
Jefferey Early,51.486786,-0.013972,0,9883687,4,3,4,5,1,
Mira Eddie,51.565921,-0.122089,0,8431481,3,1,4,5,1,
Arnetta Serrin,51.334095,-0.13241,0,2670134,5,0,5,5,1,
Sharolyn Pelech,51.474362,0.128755,0,9403374,1,1,4,5,1,
Hollis Frisbee,51.514195,-0.091905,1,2335445,0,2,4,5,1,
Nubia Gardemal,51.652418,-0.157779,0,7824197,5,2,4,5,1,
Julieta Mare,51.524565,-0.112042,0,3549826,2,1,4,5,1,
Debbi Thorin,51.455337,0.131022,0,7642217,1,0,5,5,1,
Catrice Chapple,51.468674,-0.113587,1,6296807,2,2,4,5,1,
Machelle Bostrom,51.495267,-0.26269,1,9925645,4,2,4,5,1,
Napoleon Mcomber,51.498446,-0.198586,0,1890843,3,3,4,5,1,
Amada Montrella,51.560614,-0.396576,1,3874972,0,2,4,5,1,
Earline Boldery,51.544483,-0.187265,1,3025469,3,1,5,5,1,
Tania Tann,51.529253,0.023155,1,1250716,3,0,4,5,1,
Enriqueta Dutt,51.469942,-0.061773,1,8710112,5,2,4,5,1,
Kyra Vankoten,51.604467,-0.295623,1,6110032,2,2,4,5,1,
Gwyneth Savell,51.449793,0.052685,0,6657877,5,3,5,5,1,
Devon Salesky,51.544505,-0.166684,1,1725883,0,2,5,5,1,
Freddy Dorough,51.529682,-0.104233,1,5844351,3,2,4,5,1,
Myrta Goodhue,51.490522,0.148005,1,8880940,3,3,5,5,1,
Tracee Acre,51.485118,-0.390814,1,9465617,4,2,4,5,1,
Heriberto Decarlo,51.520686,-0.155345,1,3024882,5,3,4,5,1,
Mayola Beckett,51.53397,-0.21949,1,8773695,0,3,5,5,1,
Jesica Woodke,51.501274,-0.438511,1,6923503,0,2,5,5,1,
Georgianne Leverenz,51.371235,-0.125081,0,8390915,0,2,5,5,1,
Terica Abolt,51.41548,-0.105596,0,6922370,0,3,4,5,1,
Marsha Sahsman,51.537334,-0.487341,0,5186303,1,1,5,5,1,
Peggie Gabay,51.489392,-0.228199,0,2881024,2,3,5,5,1,
Joselyn Thomspon,51.52999,-0.09717,0,7936682,0,1,5,5,1,
Louis Bernand,51.431269,-0.193188,1,8914728,2,3,4,5,1,
Niki Yaffe,51.513191,-0.13684,1,9131249,1,0,4,5,1,
Carmela Petaccio,51.454192,-0.122288,1,8884075,5,2,5,5,1,
Irina Swadling,51.341708,-0.019977,1,2271612,3,3,4,5,1,
Lynn Craigwell,51.516375,-0.175251,0,7721032,3,1,4,5,1,
Penny Stallons,51.586145,-0.069462,1,3726266,1,2,5,5,1,
Teresita Schulz,51.513167,-0.129707,1,6193906,0,3,5,5,1,
Liana Altenburg,51.399484,-0.255151,1,2798588,4,1,5,5,1,
Mariann Callow,51.480614,-0.331711,1,4070578,5,3,4,5,1,
Joellen Milinazzo,51.580118,-0.240895,0,2212694,1,2,5,5,1,
Hilma Valenza,51.494522,-0.27371,0,3116831,5,3,5,5,1,
Florine Olenius,51.549606,-0.180672,0,3674976,0,0,5,5,1,
Henriette Broekemeier,51.40562,-0.106493,0,5843434,0,0,5,5,1,
Kelli Assum,51.575938,0.183449,0,2348007,3,0,4,5,1,
Esteban Shallow,51.375716,-0.091863,0,8277395,1,1,5,5,1,
Liane Selic,51.548938,-0.154621,1,3715497,0,0,4,5,1,
Catarina Toso,51.554188,-0.140863,1,4605964,5,3,5,5,1,
Sonja Dario,51.43005,-0.355952,1,5730900,3,2,5,5,1,
Kent Ruescher,51.67046,-0.168342,0,1458859,4,3,4,5,1,
Elmer Edralin,51.512835,-0.153587,1,6077900,0,1,4,5,1,
Thaddeus Deupree,51.590281,0.139541,0,5524773,5,1,5,5,1,
Scott Longden,51.51347,-0.21732,1,3162978,5,1,5,5,1,
Clarice Burnum,51.462382,-0.351753,0,3315043,4,1,4,5,1,
Lesley Nathans,51.548309,-0.113944,0,8475886,4,3,5,5,1,
Arletta Sizer,51.513774,-0.120444,0,4763399,3,0,4,5,1,
Lorette Siles,51.580763,0.097423,0,5491951,4,1,5,5,1,
Timothy Coneys,51.632323,-0.186294,0,5233731,1,2,4,5,1,
Keneth Washuk,51.565921,-0.122089,0,7461939,5,2,5,5,1,
Bess Topia,51.553493,0.141954,1,4420059,0,2,5,5,1,
Katy Bendas,51.549221,-0.202942,1,4481915,1,3,4,5,1,
Selina Balok,51.592195,-0.142849,1,2571427,3,0,5,5,1,
Maurita Visaya,51.536477,0.147428,0,4200429,1,0,5,5,1,
Chara Mastalski,51.519864,-0.468735,0,4193510,2,2,4,5,1,
Yu Offord,51.557253,-0.146451,0,4694267,5,3,4,5,1,
Kamala Lucksinger,51.5691,-0.407561,0,6881349,2,3,5,5,1,
Landon Linney,51.650731,-0.196849,1,9434359,5,1,5,5,1,
Dallas Broscious,51.623211,-0.104671,0,7691742,4,0,5,5,1,
Delilah Calzado,51.601557,-0.064433,0,3383923,5,0,4,5,1,
Thuy Paparo,51.476005,-0.035379,1,1340675,5,0,5,5,1,
Harriett Ketcham,51.641069,-0.075339,0,8473772,0,3,5,5,1,
Elvira Lagerquist,51.547989,-0.068856,0,9417219,4,2,5,5,1,
Drucilla Brengettey,51.423785,-0.207105,0,3772816,3,2,4,5,1,
Ludivina Billeter,51.611635,-0.227689,0,3126643,4,3,5,5,1,
Tonda Steinback,51.576106,-0.097279,1,2731713,3,1,5,5,1,
Jeramy Kuzio,51.396797,-0.116417,1,9235040,1,3,4,5,1,
Velva Beurskens,51.546334,-0.110781,0,2937550,0,0,4,5,1,
Coretta Fergerson,51.474093,0.04695,0,5801848,0,2,5,5,1,
Margaretta Mclaurin,51.475661,-0.130378,0,9816224,3,1,5,5,1,
Marcene Wesolick,51.438362,-0.019944,0,6905272,0,0,5,5,1,
Janet Faria,51.316984,-0.128657,0,5026415,1,1,4,5,1,
Tillie Dorshorst,51.516763,-0.147793,1,6192562,5,0,5,5,1,
Delphine Catchings,51.554751,0.130617,0,5787218,5,2,5,5,1,
Andrew Tooles,51.442071,0.15127,1,1211233,2,1,5,5,1,
Melissia Beegle,51.461687,-0.121995,1,8076969,4,3,4,5,1,
Elisha Longin,51.493785,0.053724,0,4472547,3,3,4,5,1,
Giovanna Mcchesney,51.45119,-0.401362,0,5386677,1,0,5,5,1,
Tyra Diesen,51.537334,-0.487341,0,9681861,5,2,4,5,1,
Alexandra Sabbagh,51.585503,-0.018014,1,4566542,2,2,5,5,1,
Morris Bernmen,51.376781,-0.184931,1,4080948,1,2,4,5,1,
Dusty Malicdem,51.513308,-0.130638,1,3553827,1,0,5,5,1,
Norberto Niziol,51.484309,-0.110595,0,4167339,0,3,4,5,1,
Jeraldine Macallister,51.537334,-0.487341,0,9824337,5,0,4,5,1,
Kathleen Overcash,51.580294,-0.199119,1,1314464,3,0,4,5,1,
Annmarie Poullard,51.467104,-0.060856,0,5483332,5,3,4,5,1,
Cathi Kittelson,51.523439,-0.114136,1,8007046,5,2,5,5,1,
Ashlee Andreu,51.49289,0.146877,0,6303040,5,0,4,5,1,
Chanel Ultsch,51.574939,-0.152038,1,1984529,2,2,5,5,1,
Alene Verges,51.583462,-0.267425,1,1531988,2,1,5,5,1,
Rachelle Fanatia,51.521387,-0.106783,0,7689826,5,3,4,5,1,
Leanora Gawthorp,51.411318,-0.054661,1,1604892,4,1,5,5,1,
Corrin Klitzing,51.399144,-0.269209,0,7052914,3,0,4,5,1,
Silvana Jozwick,51.509999,-0.127286,0,2036859,4,2,5,5,1,
Tess Bruck,51.492762,-0.080152,0,4957121,4,1,4,5,1,
Wava Macmurray,51.60874,0.212479,1,3046882,0,3,5,5,1,
Yoshiko Collozo,51.36196,-0.150367,0,3849308,0,0,5,5,1,
Brendan Lautman,51.516098,-0.063201,1,3759439,5,1,5,5,1,
Estella Wilmott,51.607794,-0.001431,1,8604555,2,3,5,5,1,
Regan Wragge,51.526695,-0.124309,1,4305717,2,1,5,5,1,
Jonelle Lanpher,51.523285,-0.170866,1,5936059,4,1,4,5,1,
Marget Steltenpohl,51.517133,-0.134244,1,9683981,1,3,5,5,1,
Cinda Angotti,51.518756,-0.076608,0,4738179,3,2,4,5,1,
Cinderella Gallamore,51.585237,-0.329686,0,6159160,1,1,5,5,1,
Karie Zaborac,51.511059,-0.220758,0,7588050,4,3,5,5,1,
Noe Narlock,51.51019,-0.122336,0,6208510,4,0,4,5,1,
Marivel Degiacomo,51.59268,-0.107386,0,8215835,4,3,4,5,1,
Clifford Clemmer,51.404538,-0.292355,0,1187793,0,1,5,5,1,
Krystina Kub,51.427694,-0.291808,1,1723040,0,3,5,5,1,
Lucretia Basista,51.519014,-0.146246,0,5331102,3,3,5,5,1,
Tamika Daivs,51.454192,-0.122288,1,6696040,3,2,4,5,1,
Lavon Diliberti,51.485377,-0.125573,0,4478338,0,3,5,5,1,
Hildegarde Armon,51.439561,-0.408459,1,9867937,3,2,5,5,1,
Linsey Kliewer,51.525981,-0.208023,1,9164861,2,2,5,5,1,
Camellia Tuai,51.5468,-0.050763,1,8678184,4,0,4,5,1,
Vivien Aikey,51.59386,-0.071604,1,3774992,2,3,5,5,1,
Patience Samberg,51.589931,0.031769,1,8445595,4,1,5,5,1,
Jarred Mika,51.574489,0.00887,1,9528800,1,0,4,5,1,
Sean Delapp,51.428392,-0.087785,1,7845785,3,2,4,5,1,
Kathleen Foertsch,51.402947,-0.228824,0,5941312,5,0,5,5,1,
Marylin Stremi,51.536603,-0.186468,1,1800729,0,2,4,5,1,
Carter Vanderweerd,51.514974,-0.155244,1,9698877,4,2,5,5,1,
Lanelle Hugghis,51.572047,-0.422018,0,8360456,5,3,4,5,1,
Nia Cutrona,51.481189,-0.180558,0,3522199,4,3,4,5,1,
Melissa Spong,51.50791,-0.144636,1,7293364,1,0,5,5,1,
Kitty Mesecher,51.365616,-0.145537,0,7338419,5,3,4,5,1,
Betsey Naser,51.524503,-0.112088,0,3814172,0,3,4,5,1,
Reginald Bueter,51.644713,-0.0826,0,6857776,3,3,4,5,1,
Shanda Idol,51.551027,0.004172,1,5470240,3,1,4,5,1,
Natisha Ettienne,51.543824,-0.074254,1,4053126,5,3,4,5,1,
Yu Naeher,51.607106,-0.214853,0,5297530,2,3,5,5,1,
Codi Veriato,51.650564,-0.149673,1,4397640,0,0,5,5,1,
Billye Prezioso,51.467698,0.02213,1,9648027,1,3,4,5,1,
Randi Galstian,51.518136,-0.065738,1,7719841,2,1,4,5,1,
Joselyn Krokus,51.46646,-0.190488,1,2488959,3,1,4,5,1,
Noel Gutenberg,51.524503,-0.112088,0,4677980,4,2,4,5,1,
Dominga Luchesi,51.339174,-0.078378,1,2635284,5,0,4,5,1,
Dennis Simson,51.580271,-0.14628,1,6081744,1,1,5,5,1,
Denae Gordils,51.515803,-0.124137,0,9123286,3,2,5,5,1,
Noemi Palka,51.509484,-0.151503,0,3268238,1,0,4,5,1,
Miesha Cobos,51.561759,-0.113749,0,4558377,5,0,4,5,1,
Ellan Disharoon,51.503677,-0.414525,1,1125339,2,0,5,5,1,
Vernice Hillers,51.562194,-0.213352,1,4341532,2,1,4,5,1,
Josefine Matejek,51.577156,-0.291161,1,2057547,2,1,5,5,1,
April Martin,51.57025,0.170636,0,8518709,3,0,4,5,1,
Hallie Derezinski,51.609349,-0.379984,1,2533418,0,1,5,5,1,
Michell Sieja,51.457853,-0.361632,1,1699802,3,1,5,5,1,
Kermit Leigland,51.391698,0.005495,1,7717413,4,0,5,5,1,
Su Bodo,51.503989,-0.225428,0,5875349,2,3,5,5,1,
Kyung Bouche,51.478861,-0.04538,1,2335529,2,3,5,5,1,
Romana Melick,51.46866,-0.265241,1,7217073,1,2,4,5,1,
Tatyana Rehfield,51.493638,-0.131544,0,5187406,1,3,4,5,1,
Divina Mecum,51.449793,0.052685,1,5739501,4,0,4,5,1,
Stuart Maldonaldo,51.639105,-0.086666,0,9330998,3,3,4,5,1,
Stacie Dycus,51.492366,-0.238815,1,3068613,2,2,5,5,1,
Wynona Daley,51.587035,-0.028312,0,2692520,0,1,4,5,1,
Sheilah Andrus,51.375716,-0.091863,1,4707754,2,2,4,5,1,
Bettina Gluckman,51.479763,-0.050411,0,3908998,0,1,5,5,1,
Bong Hurdle,51.446374,-0.151477,1,2294906,0,2,4,5,1,
Paulette Ciampanella,51.518875,-0.10324,1,1670521,2,1,5,5,1,
Cheyenne Ballow,51.512436,-0.113812,1,8129603,5,0,5,5,1,
Isadora Bendickson,51.461958,-0.298807,0,4335461,0,2,5,5,1,
Ailene Lardone,51.533169,0.1162,1,4185336,0,3,4,5,1,
Syble Vidinha,51.533954,-0.248298,0,2711424,4,3,5,5,1,
Sydney Tsasie,51.539136,-0.190361,1,5343133,1,3,4,5,1,
Irena Dunkin,51.513576,-0.109225,0,1413550,3,1,5,5,1,
Evelyn Timbs,51.534168,-0.278511,0,9102724,2,2,4,5,1,
Irish Maenner,51.354068,-0.201972,0,7266301,4,2,5,5,1,
Theodora Bravard,51.523305,-0.091971,1,3800964,5,0,5,5,1,
Marisha Douglas,51.434331,-0.102428,1,2142128,1,1,5,5,1,
Marjorie Dasch,51.365698,-0.139385,1,7153788,0,0,4,5,1,
Kimberlee Gurecki,51.512241,-0.195751,0,9808969,5,0,5,5,1,
Olympia Kapraun,51.505583,-0.006166,1,4772031,5,1,5,5,1,
Mauro Wiebold,51.489536,-0.047589,0,3688277,0,2,5,5,1,
Gabriela Shepherd,51.448061,0.037525,1,8756997,1,2,5,5,1,
Kandis Poliks,51.449793,0.052685,0,5614712,0,3,5,5,1,
Janet Yandura,51.577043,-0.122569,1,5249552,0,2,5,5,1,
Olen Solages,51.411787,0.051744,0,2965810,5,0,4,5,1,
Ingeborg Collins,51.651933,-0.077091,0,8129883,2,0,5,5,1,
Carola Schofell,51.628465,-0.141412,1,9221982,2,1,4,5,1,
Doreatha Perkiss,51.46584,-0.382451,0,5202852,5,2,5,5,1,
Babara Vecchione,51.529253,0.023155,0,7419817,4,1,5,5,1,
Nevada Langrum,51.517133,-0.134244,1,6530785,5,0,5,5,1,
Kathlyn Katke,51.499943,-0.200674,0,6878057,0,3,5,5,1,
